bin,n,mean_predicted,observed_rate,gap
"(-0.001, 0.1]",30555,0.07081192962283211,0.08888888888888889,-0.018076959266056777
"(0.1, 0.2]",27827,0.11762289366755996,0.09027203794875481,0.027350855718805148
